category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
compute,baremetal,attachlocalsubnetbaremetal,PUT,/v1/baremetals/local-subnet/{baremetal_id}/attach,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: local_subnet_id,static
compute,baremetal,createbaremetals,POST,/v1/baremetals,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: region_id, image_id, os_user_id, os_user_password, vpc_id, subnet_id",static
compute,baremetal,detachlocalsubnetbaremetal,PUT,/v1/baremetals/local-subnet/{baremetal_id}/detach,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: local_subnet_id, local_subnet_ip",static
compute,multinodegpucluster,assigngpunodepublicnatip,POST,/v1/gpu-nodes/{gpu_node_id}/public-nat-ip,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: public_ip_address_id,static
compute,multinodegpucluster,creategpunodes,POST,/v1/gpu-nodes,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: region_id, image_id, os_user_id, os_user_password, vpc_id, subnet_id",static
compute,multinodegpucluster,modifyclusterfabricmembers,POST,/v1/cluster-fabrics/modify-members,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: after_cluster_fabric_id, before_cluster_fabric_id",static
compute,scf,createcloudfunction,POST,/v1/cloud-functions,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: content, name, runtime",static
compute,scf,createcloudfunctionapigatewaytrigger,POST,/v1/triggers/apigateway,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: apigateway_api_id, apigateway_stage_name, cloud_function_id",static
compute,scf,createcloudfunctioncronjobtrigger,POST,/v1/triggers/cronjob,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cloud_function_id, schedule, timezone",static
compute,scf,listenvironmentvariables,GET,/v1/cloud-functions/{cloud_function_id}/configurations/environment-variables,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,listprivatelinkendpoint,GET,/v1/cloud-functions/{cloud_function_id}/configurations/privatelink-endpoints,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,setcloudfunctioncodefile,PUT,/v1/cloud-functions/{cloud_function_id}/codes/file,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: class_name, method_name",static
compute,scf,showcloudfunction,GET,/v1/cloud-functions/{cloud_function_id},yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showcloudfunctioncode,GET,/v1/cloud-functions/{cloud_function_id}/codes,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showcloudfunctionconfiguration,GET,/v1/cloud-functions/{cloud_function_id}/configurations,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showcloudfunctionlogs,GET,/v1/cloud-functions/{cloud_function_id}/logs,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showcloudfunctionmetrics,GET,/v1/cloud-functions/{cloud_function_id}/metrics,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showcloudfunctionmetrics,GET,/v1/cloud-functions/{cloud_function_id}/metrics,yellow,yellow,규격,본문,versioning.doc-version-not-supported,문서에 명시된 API 버전을 서버가 406으로 거절,문서-서버 버전 정합,docs-derived pin 'scf metrics 1.3' -> 406 NoSuchVersion against the product pin (1.4); served via the no-pin fallback (latest current). Confirmed 실측 2026-07-16.,runtime
compute,scf,showcloudfunctiontrigger,GET,/v1/triggers/{trigger_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
compute,scf,showgeneralconfig,GET,/v1/cloud-functions/{cloud_function_id}/configurations/config,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showprivatelinkservice,GET,/v1/cloud-functions/{cloud_function_id}/configurations/privatelink-services,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showresourcepolicy,GET,/v1/cloud-functions/{cloud_function_id}/configurations/resource-policies,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,showurlconfig,GET,/v1/cloud-functions/{cloud_function_id}/configurations/url,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
compute,scf,updatecloudfunctioncode,PUT,/v1/cloud-functions/{cloud_function_id}/codes,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: content,static
compute,scf,updatecloudfunctioncronjobtrigger,PUT,/v1/triggers/cronjob/{trigger_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cloud_function_id, schedule, timezone",static
compute,virtualserver,acceptvolumetransfer,POST,/v1/volume-transfer/{transfer_id}/accept,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: auth_key,static
compute,virtualserver,attachvirtualserversecuritygroup,POST,/v1/servers/{server_id}/security-groups,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,attachvirtualserversecuritygroup,POST,/v1/servers/{server_id}/security-groups,yellow,yellow,문서,본문,deprecated,DEPRECATED 표기만 있고 대체 API 안내 없음,대체 엔드포인트와 제거 일정 명시,DEPRECATED endpoint,static
compute,virtualserver,attachvirtualserversecuritygroup,POST,/v1/servers/{server_id}/security-groups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: security_group_id,static
